hcp_id,hcp_name,specialty,decile,segment,territory_id,territory_name,rep_id,rep_name,city,province
HCP000227,Danny Galloway,Primary Care,7,Medium,T016,Territory 016,REP016,Brian Ramirez,East Kristy,Alberta
HCP000228,Kenneth Mcdonald,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,New Nicole,British Columbia
HCP000229,Zachary Higgins,Cardiology,4,Medium,T019,Territory 019,REP019,Lisa Jackson,Hammondshire,British Columbia
HCP000230,Evan Jones,Neurology,7,Medium,T017,Territory 017,REP017,Holly Wood,Frazierstad,Manitoba
HCP000231,Penny Bowman,Endocrinology,6,Medium,T009,Territory 009,REP009,Gabrielle Davis,Port Tammy,Nova Scotia
HCP000232,Sheena Guerra,Primary Care,8,High,T019,Territory 019,REP019,Lisa Jackson,West Fred,Northwest Territories
HCP000233,Courtney Meza,Primary Care,5,Medium,T017,Territory 017,REP017,Holly Wood,Meghanview,New Brunswick
HCP000234,Krista Martinez,Pulmonology,5,Medium,T011,Territory 011,REP011,Monica Herrera,Christinaland,Ontario
HCP000235,Leslie Carpenter,Primary Care,6,Medium,T008,Territory 008,REP008,Gina Moore,Lake Claudia,Prince Edward Island
HCP000236,Thomas Williams,Primary Care,3,Low,T004,Territory 004,REP004,Daniel Wagner,North Brandonshire,Newfoundland and Labrador
HCP000237,Pamela Butler,Primary Care,9,High,T014,Territory 014,REP014,Michele Williams,South Pamelaside,Newfoundland and Labrador
HCP000238,Elizabeth Sanchez,Primary Care,6,Medium,T009,Territory 009,REP009,Gabrielle Davis,Evansland,Saskatchewan
HCP000239,Jeffrey Washington,Endocrinology,4,Medium,T004,Territory 004,REP004,Daniel Wagner,West Catherine,Northwest Territories
HCP000240,Emma Travis,Endocrinology,10,High,T015,Territory 015,REP015,Dylan Miller,Theresaberg,Yukon Territory
HCP000241,Justin Flores,Pulmonology,5,Medium,T020,Territory 020,REP020,Carla Gray,Martinezmouth,New Brunswick
HCP000242,Anthony Dougherty,Pulmonology,7,Medium,T016,Territory 016,REP016,Brian Ramirez,Wrightburgh,Northwest Territories
HCP000243,Michelle Lee,Primary Care,8,High,T010,Territory 010,REP010,Ryan Munoz,South Wendy,Nunavut
HCP000244,Mr. Alexander Landry MD,Cardiology,7,Medium,T018,Territory 018,REP018,Derek Zuniga,East Brandy,Alberta
HCP000245,Johnny Khan,Pulmonology,6,Medium,T020,Territory 020,REP020,Carla Gray,Mitchelltown,British Columbia
HCP000246,Stephen Luna,Primary Care,10,High,T014,Territory 014,REP014,Michele Williams,Diazfurt,Alberta
HCP000247,Chloe Tran,Primary Care,7,Medium,T020,Territory 020,REP020,Carla Gray,South Williamside,Newfoundland and Labrador
HCP000248,Lisa Carr,Primary Care,2,Low,T015,Territory 015,REP015,Dylan Miller,North Phillip,Yukon Territory
HCP000249,Ms. Holly Thomas,Pulmonology,8,High,T020,Territory 020,REP020,Carla Gray,Porterton,Alberta
HCP000250,Gary Wells,Pulmonology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,Hernandezhaven,Manitoba
HCP000251,Louis Martin,Primary Care,5,Medium,T002,Territory 002,REP002,Noah Rhodes,Brittneyhaven,Ontario
HCP000252,Michelle Evans,Neurology,6,Medium,T016,Territory 016,REP016,Brian Ramirez,West Markville,Nova Scotia
HCP000253,Rebecca Swanson,Primary Care,9,High,T009,Territory 009,REP009,Gabrielle Davis,New Thomasshire,Prince Edward Island
HCP000254,Anthony Castillo,Primary Care,5,Medium,T017,Territory 017,REP017,Holly Wood,Hernandezbury,Alberta
HCP000255,Melody Lee,Oncology,2,Low,T019,Territory 019,REP019,Lisa Jackson,Edwardsberg,Nova Scotia
HCP000256,Jennifer Hampton,Neurology,8,High,T014,Territory 014,REP014,Michele Williams,Salaston,Saskatchewan
HCP000257,Daniel Nguyen,Primary Care,7,Medium,T008,Territory 008,REP008,Gina Moore,Foxmouth,Manitoba
HCP000258,Joseph Payne,Endocrinology,4,Medium,T017,Territory 017,REP017,Holly Wood,Chelseaborough,New Brunswick
HCP000259,Edwin David,Cardiology,8,High,T009,Territory 009,REP009,Gabrielle Davis,Kellieborough,Saskatchewan
HCP000260,Emily Bailey,Primary Care,7,Medium,T001,Territory 001,REP001,Allison Hill,Keithshire,Quebec
HCP000261,Stephanie Foster,Endocrinology,5,Medium,T014,Territory 014,REP014,Michele Williams,Stephanieberg,Newfoundland and Labrador
HCP000262,Tyler Miller,Neurology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,Douglasfort,New Brunswick
HCP000263,Joshua Fitzpatrick,Primary Care,4,Medium,T016,Territory 016,REP016,Brian Ramirez,Derrickshire,New Brunswick
HCP000264,Michael Schmidt,Cardiology,6,Medium,T018,Territory 018,REP018,Derek Zuniga,North Craig,Northwest Territories
HCP000265,Ashlee Townsend,Primary Care,4,Medium,T011,Territory 011,REP011,Monica Herrera,New Tiffanyburgh,Nova Scotia
HCP000266,Shirley Alvarez,Primary Care,2,Low,T018,Territory 018,REP018,Derek Zuniga,Port Tamara,Northwest Territories
HCP000267,Anthony Mack,Pulmonology,7,Medium,T009,Territory 009,REP009,Gabrielle Davis,New Joanne,Alberta
HCP000268,Carrie Khan,Cardiology,4,Medium,T017,Territory 017,REP017,Holly Wood,North Wendy,Nova Scotia
HCP000269,Charlotte Curry,Pulmonology,3,Low,T003,Territory 003,REP003,Angie Henderson,Nancytown,Newfoundland and Labrador
HCP000270,Ashley Bird,Endocrinology,7,Medium,T012,Territory 012,REP012,Jamie Arnold,Shawnside,Ontario
HCP000271,Todd Rosales MD,Cardiology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,Port Daniel,Manitoba
HCP000272,Mariah Higgins,Cardiology,3,Low,T019,Territory 019,REP019,Lisa Jackson,Lake Matthewport,Prince Edward Island
HCP000273,Cheryl Carr,Primary Care,2,Low,T008,Territory 008,REP008,Gina Moore,Wilcoxhaven,Northwest Territories
HCP000274,Michael Lopez,Endocrinology,5,Medium,T005,Territory 005,REP005,Cristian Santos,South Marcus,New Brunswick
HCP000275,James Griffin,Pulmonology,4,Medium,T009,Territory 009,REP009,Gabrielle Davis,Stephanieport,Prince Edward Island
HCP000276,Alexandra Valdez,Cardiology,7,Medium,T009,Territory 009,REP009,Gabrielle Davis,North Elizabeth,Nunavut
HCP000277,Jared Shaw,Primary Care,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,Hannahport,Northwest Territories
HCP000278,Colleen Anderson,Pulmonology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,South Julie,Prince Edward Island
HCP000279,Michael Durham,Endocrinology,6,Medium,T020,Territory 020,REP020,Carla Gray,Port John,Yukon Territory
HCP000280,Rachel Fox,Primary Care,7,Medium,T015,Territory 015,REP015,Dylan Miller,Christianshire,British Columbia
HCP000281,Joshua Wagner,Primary Care,4,Medium,T006,Territory 006,REP006,Connie Lawrence,East Mark,Ontario
HCP000282,Michael Love,Primary Care,9,High,T007,Territory 007,REP007,Abigail Shaffer,Davishaven,Nunavut
HCP000283,Jody Palmer,Oncology,6,Medium,T006,Territory 006,REP006,Connie Lawrence,Elliottside,Nunavut
HCP000284,Elizabeth Johnson,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Lisaborough,Prince Edward Island
HCP000285,Jeff Graves,Neurology,10,High,T012,Territory 012,REP012,Jamie Arnold,North Valeriefort,Alberta
HCP000286,Christopher Taylor,Oncology,9,High,T014,Territory 014,REP014,Michele Williams,Brooksfurt,Nunavut
HCP000287,Susan Bennett,Primary Care,3,Low,T004,Territory 004,REP004,Daniel Wagner,Lake Michelle,British Columbia
HCP000288,Joshua Rice,Pulmonology,7,Medium,T012,Territory 012,REP012,Jamie Arnold,Port Adam,Alberta
HCP000289,Julie Ball,Primary Care,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Patelbury,New Brunswick
HCP000290,Christopher Lopez,Primary Care,10,High,T009,Territory 009,REP009,Gabrielle Davis,North Lisachester,Prince Edward Island
HCP000291,Stacey Smith,Primary Care,1,Low,T002,Territory 002,REP002,Noah Rhodes,North Craig,Alberta
HCP000292,Michael Brennan,Cardiology,5,Medium,T005,Territory 005,REP005,Cristian Santos,Lake Bradley,Nunavut
HCP000293,Daniel Shields,Primary Care,4,Medium,T001,Territory 001,REP001,Allison Hill,East Williamport,New Brunswick
HCP000294,Monique Flores,Primary Care,5,Medium,T002,Territory 002,REP002,Noah Rhodes,Joelberg,Quebec
HCP000295,Jennifer Hill,Primary Care,7,Medium,T009,Territory 009,REP009,Gabrielle Davis,Lake Erika,Ontario
HCP000296,William David DDS,Cardiology,5,Medium,T005,Territory 005,REP005,Cristian Santos,Heatherchester,Manitoba
HCP000297,Clinton Medina,Neurology,1,Low,T006,Territory 006,REP006,Connie Lawrence,Port Jeremiah,Saskatchewan
HCP000298,Joel Brown,Cardiology,1,Low,T003,Territory 003,REP003,Angie Henderson,Faulknerside,Ontario
HCP000299,David Harris,Cardiology,5,Medium,T001,Territory 001,REP001,Allison Hill,South Melanieland,Ontario
HCP000300,Cheryl Adams,Neurology,8,High,T007,Territory 007,REP007,Abigail Shaffer,Port Charlesshire,Saskatchewan
HCP000301,Claire Clark,Primary Care,4,Medium,T005,Territory 005,REP005,Cristian Santos,Kevintown,New Brunswick
HCP000302,Tonya Wilson,Endocrinology,5,Medium,T007,Territory 007,REP007,Abigail Shaffer,Rochaborough,Nova Scotia
HCP000303,Kristen Rowe,Pulmonology,3,Low,T015,Territory 015,REP015,Dylan Miller,Owensstad,Newfoundland and Labrador
HCP000304,Jose Crawford,Cardiology,1,Low,T007,Territory 007,REP007,Abigail Shaffer,Port Tinafort,Yukon Territory
HCP000305,Suzanne Wood,Primary Care,7,Medium,T004,Territory 004,REP004,Daniel Wagner,Williamsbury,Saskatchewan
HCP000306,Dean Donovan,Pulmonology,3,Low,T004,Territory 004,REP004,Daniel Wagner,Phillipsborough,Northwest Territories
HCP000307,Kelly Sanchez,Primary Care,1,Low,T019,Territory 019,REP019,Lisa Jackson,Jonathanfort,Saskatchewan
HCP000308,Katherine Jackson,Endocrinology,2,Low,T004,Territory 004,REP004,Daniel Wagner,Garyside,Nunavut
HCP000309,Steve Mooney,Endocrinology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,New Arthurland,Quebec
HCP000310,Aaron Taylor,Primary Care,8,High,T012,Territory 012,REP012,Jamie Arnold,North Jasmine,Alberta
HCP000311,Jesus Brown,Primary Care,8,High,T011,Territory 011,REP011,Monica Herrera,Hopkinstown,Alberta
HCP000312,Jennifer Smith,Neurology,8,High,T013,Territory 013,REP013,Lisa Hensley,Amandaport,Alberta
HCP000313,Melissa Jordan,Cardiology,4,Medium,T005,Territory 005,REP005,Cristian Santos,North Samantha,Ontario
HCP000314,Corey Fox,Pulmonology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Josephfurt,British Columbia
HCP000315,Jared Cunningham,Primary Care,5,Medium,T015,Territory 015,REP015,Dylan Miller,West Gabriella,British Columbia
HCP000316,Shannon Malone,Endocrinology,8,High,T017,Territory 017,REP017,Holly Wood,South Nicholasside,Nunavut
HCP000317,Adam Jackson,Primary Care,3,Low,T011,Territory 011,REP011,Monica Herrera,Brucemouth,Prince Edward Island
HCP000318,Valerie Jacobson,Primary Care,2,Low,T009,Territory 009,REP009,Gabrielle Davis,East Jasonshire,Nunavut
HCP000319,Thomas Cohen,Primary Care,4,Medium,T008,Territory 008,REP008,Gina Moore,Rachelshire,Quebec
HCP000320,Timothy Edwards,Oncology,7,Medium,T001,Territory 001,REP001,Allison Hill,New Douglas,Saskatchewan
HCP000321,Tanya Evans,Neurology,7,Medium,T017,Territory 017,REP017,Holly Wood,New Mary,Nova Scotia
HCP000322,Kimberly Reyes,Primary Care,6,Medium,T007,Territory 007,REP007,Abigail Shaffer,Port Vanessa,Saskatchewan
HCP000323,Patrick Reed,Primary Care,3,Low,T014,Territory 014,REP014,Michele Williams,South Jesseland,Northwest Territories
HCP000324,Lisa Larson,Pulmonology,6,Medium,T014,Territory 014,REP014,Michele Williams,Anthonyview,Yukon Territory
HCP000325,Katherine Kelly DVM,Pulmonology,1,Low,T019,Territory 019,REP019,Lisa Jackson,Lopezshire,Quebec
HCP000326,Raymond Phillips,Primary Care,6,Medium,T001,Territory 001,REP001,Allison Hill,Lake Charles,Newfoundland and Labrador
HCP000327,Michael Walters,Cardiology,9,High,T002,Territory 002,REP002,Noah Rhodes,Stewartville,British Columbia
HCP000328,Eric Ward,Primary Care,6,Medium,T018,Territory 018,REP018,Derek Zuniga,Curtisland,Manitoba
HCP000329,Justin Hunt,Primary Care,2,Low,T009,Territory 009,REP009,Gabrielle Davis,North Christopherside,British Columbia
HCP000330,Rachel Shields,Neurology,7,Medium,T012,Territory 012,REP012,Jamie Arnold,West Robertland,Saskatchewan
HCP000331,Susan Spence,Primary Care,1,Low,T002,Territory 002,REP002,Noah Rhodes,Lake Oscar,Manitoba
HCP000332,Derrick Thomas,Primary Care,9,High,T012,Territory 012,REP012,Jamie Arnold,South Joshua,Newfoundland and Labrador
HCP000333,Mr. David Wright,Cardiology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Wheelerborough,Nunavut
HCP000334,Eric Rush,Oncology,7,Medium,T012,Territory 012,REP012,Jamie Arnold,Meaganfurt,Yukon Territory
HCP000335,Jessica Jordan,Pulmonology,6,Medium,T006,Territory 006,REP006,Connie Lawrence,West Malik,Saskatchewan
HCP000336,Ernest Oconnell,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Kellyfort,Prince Edward Island
HCP000337,Erika Ramirez,Cardiology,1,Low,T001,Territory 001,REP001,Allison Hill,Diazshire,New Brunswick
HCP000338,Kimberly Maldonado,Primary Care,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Lake Stevenborough,Nunavut
HCP000339,Sandra Jones,Endocrinology,9,High,T014,Territory 014,REP014,Michele Williams,Chambersberg,Quebec
HCP000340,David Moore,Pulmonology,3,Low,T008,Territory 008,REP008,Gina Moore,Mccormickland,Nunavut
HCP000341,Karen Morales DDS,Neurology,3,Low,T014,Territory 014,REP014,Michele Williams,Stephensstad,Saskatchewan
HCP000342,Kimberly Little,Primary Care,9,High,T004,Territory 004,REP004,Daniel Wagner,North Kaylastad,Manitoba
HCP000343,Amanda Terrell,Neurology,5,Medium,T018,Territory 018,REP018,Derek Zuniga,Rasmussenmouth,Yukon Territory
HCP000344,Adam Green,Cardiology,5,Medium,T015,Territory 015,REP015,Dylan Miller,South Neil,Nunavut
HCP000345,Leah Mason,Oncology,7,Medium,T014,Territory 014,REP014,Michele Williams,Whitneyfort,British Columbia
HCP000346,Thomas Miller,Primary Care,6,Medium,T015,Territory 015,REP015,Dylan Miller,West Larry,Nunavut
HCP000347,Kelly Bailey,Oncology,9,High,T014,Territory 014,REP014,Michele Williams,South Jennifermouth,Northwest Territories
HCP000348,Andrew Page,Primary Care,2,Low,T018,Territory 018,REP018,Derek Zuniga,Port Matthewville,Quebec
HCP000349,Tara Yang,Pulmonology,7,Medium,T010,Territory 010,REP010,Ryan Munoz,New Ethan,Ontario
HCP000350,Joel Salinas,Oncology,5,Medium,T001,Territory 001,REP001,Allison Hill,East Danielle,Nova Scotia
HCP000351,Omar Ware,Primary Care,9,High,T013,Territory 013,REP013,Lisa Hensley,Vargasfurt,Alberta
HCP000352,Christine Goodwin,Endocrinology,6,Medium,T008,Territory 008,REP008,Gina Moore,New Cristianside,Manitoba
HCP000353,Craig Wilson,Pulmonology,5,Medium,T001,Territory 001,REP001,Allison Hill,Rosemouth,Prince Edward Island
HCP000354,James Wilson,Primary Care,5,Medium,T013,Territory 013,REP013,Lisa Hensley,Meganburgh,Quebec
HCP000355,Elizabeth Mendez,Primary Care,5,Medium,T008,Territory 008,REP008,Gina Moore,Lake Dennisville,New Brunswick
HCP000356,Clayton Steele,Endocrinology,3,Low,T008,Territory 008,REP008,Gina Moore,Barnesberg,Prince Edward Island
HCP000357,Cody Reid,Primary Care,4,Medium,T001,Territory 001,REP001,Allison Hill,New Garrett,Newfoundland and Labrador
HCP000358,Ernest Hayes,Oncology,2,Low,T020,Territory 020,REP020,Carla Gray,Port Michaeltown,Nunavut
HCP000359,Robert Maynard,Primary Care,9,High,T007,Territory 007,REP007,Abigail Shaffer,Ortizfort,Nova Scotia
HCP000360,Jill Jackson,Cardiology,3,Low,T006,Territory 006,REP006,Connie Lawrence,Port Kathleenport,Alberta
HCP000361,Joshua Jackson,Primary Care,5,Medium,T010,Territory 010,REP010,Ryan Munoz,Cunninghamfort,Ontario
HCP000362,Laura Adams,Pulmonology,5,Medium,T006,Territory 006,REP006,Connie Lawrence,Amberton,Yukon Territory
HCP000363,Kimberly Fritz,Primary Care,7,Medium,T014,Territory 014,REP014,Michele Williams,Lake Mariabury,Newfoundland and Labrador
HCP000364,Amanda Baker,Primary Care,4,Medium,T010,Territory 010,REP010,Ryan Munoz,South Michelleville,Yukon Territory
HCP000365,Christine Rojas,Pulmonology,7,Medium,T007,Territory 007,REP007,Abigail Shaffer,Michellechester,Manitoba
HCP000366,Rachel Li,Pulmonology,10,High,T018,Territory 018,REP018,Derek Zuniga,New Michaelview,Prince Edward Island
HCP000367,Erica Padilla,Primary Care,10,High,T012,Territory 012,REP012,Jamie Arnold,Ashleyhaven,Quebec
HCP000368,Brandy Brady,Endocrinology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,Sellersview,Quebec
HCP000369,Sean Wright,Endocrinology,2,Low,T017,Territory 017,REP017,Holly Wood,Mariafurt,Nunavut
HCP000370,Mark Burton,Primary Care,6,Medium,T017,Territory 017,REP017,Holly Wood,Hayesland,Nova Scotia
HCP000371,Diana Mayer,Neurology,4,Medium,T010,Territory 010,REP010,Ryan Munoz,Shawnfort,Northwest Territories
HCP000372,Sheila Boone,Oncology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Lake Teresastad,British Columbia
HCP000373,Jennifer Donaldson,Cardiology,4,Medium,T017,Territory 017,REP017,Holly Wood,South Joseph,Newfoundland and Labrador
HCP000374,Kenneth Knight,Oncology,7,Medium,T008,Territory 008,REP008,Gina Moore,Kramerton,Alberta
HCP000375,Richard Stevens,Primary Care,3,Low,T013,Territory 013,REP013,Lisa Hensley,Port Ericmouth,Alberta
HCP000376,Jessica Forbes DVM,Primary Care,9,High,T019,Territory 019,REP019,Lisa Jackson,Erikview,British Columbia
HCP000377,Danielle Watson,Primary Care,4,Medium,T004,Territory 004,REP004,Daniel Wagner,North Randy,Newfoundland and Labrador
HCP000378,Nicole Patterson,Cardiology,5,Medium,T017,Territory 017,REP017,Holly Wood,Lake Codyborough,Nunavut
HCP000379,Kevin Stone,Neurology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,Smithmouth,British Columbia
HCP000380,Jennifer Anderson MD,Primary Care,9,High,T015,Territory 015,REP015,Dylan Miller,Davisville,British Columbia
HCP000381,Stanley Taylor,Primary Care,6,Medium,T015,Territory 015,REP015,Dylan Miller,Lake Victoria,Manitoba
HCP000382,Justin Bishop,Pulmonology,3,Low,T005,Territory 005,REP005,Cristian Santos,South Michael,New Brunswick
HCP000383,Brittany Jenkins,Cardiology,9,High,T001,Territory 001,REP001,Allison Hill,Heathland,British Columbia
HCP000384,Bryce Blair,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Sylviamouth,Yukon Territory
HCP000385,Donald Miller,Primary Care,6,Medium,T017,Territory 017,REP017,Holly Wood,Kimberlytown,Quebec
HCP000386,Christine Lawson,Pulmonology,2,Low,T009,Territory 009,REP009,Gabrielle Davis,Lake Peter,Quebec
HCP000387,Steven Blevins,Primary Care,5,Medium,T017,Territory 017,REP017,Holly Wood,Cruzbury,Nunavut
HCP000388,Andrea Oneal,Primary Care,6,Medium,T020,Territory 020,REP020,Carla Gray,West Sarahberg,Nova Scotia
HCP000389,Laura Diaz,Primary Care,4,Medium,T018,Territory 018,REP018,Derek Zuniga,Port Thomas,Yukon Territory
HCP000390,Kevin Smith,Primary Care,9,High,T001,Territory 001,REP001,Allison Hill,North Sandra,Yukon Territory
HCP000391,Dustin Marquez,Cardiology,6,Medium,T002,Territory 002,REP002,Noah Rhodes,Hendersonfurt,British Columbia
HCP000392,Kimberly Hernandez,Primary Care,6,Medium,T010,Territory 010,REP010,Ryan Munoz,West Christianborough,Yukon Territory
HCP000393,Gabriel Willis,Oncology,10,High,T003,Territory 003,REP003,Angie Henderson,West Hollybury,Alberta
HCP000394,Tim Wilson,Primary Care,5,Medium,T017,Territory 017,REP017,Holly Wood,West Elizabethburgh,British Columbia
HCP000395,Chad Smith,Primary Care,9,High,T014,Territory 014,REP014,Michele Williams,Bentonhaven,Ontario
HCP000396,Michelle Jackson,Oncology,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,Lake Kimberly,Newfoundland and Labrador
HCP000397,Bailey Yoder,Oncology,6,Medium,T002,Territory 002,REP002,Noah Rhodes,Lindsayview,Ontario
HCP000398,Michael Ray,Pulmonology,3,Low,T016,Territory 016,REP016,Brian Ramirez,South Spencerstad,Alberta
HCP000399,Mr. Jacob Scott Jr.,Primary Care,5,Medium,T006,Territory 006,REP006,Connie Lawrence,East Joycetown,Alberta
HCP000400,Alexandria Williams,Primary Care,10,High,T013,Territory 013,REP013,Lisa Hensley,Patrickberg,Manitoba
HCP000401,Shannon Tran,Primary Care,2,Low,T008,Territory 008,REP008,Gina Moore,Walkerbury,Nova Scotia
HCP000402,Erica Mckenzie,Endocrinology,3,Low,T010,Territory 010,REP010,Ryan Munoz,Davidton,Manitoba
HCP000403,Jose Williams,Primary Care,5,Medium,T004,Territory 004,REP004,Daniel Wagner,Jonesmouth,Newfoundland and Labrador
HCP000404,Emily Miller,Cardiology,7,Medium,T019,Territory 019,REP019,Lisa Jackson,Smithborough,Newfoundland and Labrador
HCP000405,Elizabeth Dean,Cardiology,7,Medium,T014,Territory 014,REP014,Michele Williams,Richardsonfort,Yukon Territory
HCP000406,Morgan Payne,Primary Care,10,High,T012,Territory 012,REP012,Jamie Arnold,East Adam,Nova Scotia
HCP000407,Joshua Fields,Neurology,3,Low,T002,Territory 002,REP002,Noah Rhodes,West Aaronfurt,Saskatchewan
HCP000408,Ashley Moreno,Cardiology,1,Low,T014,Territory 014,REP014,Michele Williams,South Travis,Alberta
HCP000409,Brenda Ramirez,Pulmonology,9,High,T015,Territory 015,REP015,Dylan Miller,East Phyllishaven,Nova Scotia
HCP000410,Jacqueline Villegas,Endocrinology,6,Medium,T015,Territory 015,REP015,Dylan Miller,New Codyberg,Quebec
HCP000411,Angela Bradley,Cardiology,4,Medium,T008,Territory 008,REP008,Gina Moore,Batesberg,New Brunswick
HCP000412,Samuel Howe,Cardiology,7,Medium,T019,Territory 019,REP019,Lisa Jackson,Haynesmouth,Northwest Territories
HCP000413,David Harding,Cardiology,6,Medium,T003,Territory 003,REP003,Angie Henderson,Port Kayla,British Columbia
HCP000414,Christopher Owens,Cardiology,9,High,T015,Territory 015,REP015,Dylan Miller,Martinezstad,Yukon Territory
HCP000415,Eric Baker,Cardiology,6,Medium,T009,Territory 009,REP009,Gabrielle Davis,North Ericport,Saskatchewan
HCP000416,Amanda Huff,Primary Care,5,Medium,T007,Territory 007,REP007,Abigail Shaffer,Eddiebury,Northwest Territories
HCP000417,Anthony Evans,Endocrinology,2,Low,T007,Territory 007,REP007,Abigail Shaffer,North Stephanie,Nunavut
HCP000418,Krista Davis,Primary Care,7,Medium,T014,Territory 014,REP014,Michele Williams,Port Lauraville,Alberta
HCP000419,Richard Walker,Oncology,4,Medium,T017,Territory 017,REP017,Holly Wood,Port Richard,Quebec
HCP000420,Maria Aguilar,Primary Care,8,High,T004,Territory 004,REP004,Daniel Wagner,Samanthaland,Alberta
HCP000421,Christina Brewer PhD,Primary Care,7,Medium,T004,Territory 004,REP004,Daniel Wagner,Port Mariamouth,British Columbia
HCP000422,Joel Jackson,Primary Care,3,Low,T003,Territory 003,REP003,Angie Henderson,Underwoodfurt,Nunavut
HCP000423,Michael Thompson,Primary Care,7,Medium,T019,Territory 019,REP019,Lisa Jackson,East Joshua,Nunavut
HCP000424,Amanda Harvey,Oncology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Lake Kenneth,Nova Scotia
HCP000425,Karen Miller,Primary Care,10,High,T012,Territory 012,REP012,Jamie Arnold,Taylorborough,Quebec
HCP000426,Kelly Mccoy,Primary Care,6,Medium,T013,Territory 013,REP013,Lisa Hensley,South Kimberlystad,Nunavut
HCP000427,Kari Durham,Endocrinology,10,High,T011,Territory 011,REP011,Monica Herrera,Paulburgh,Alberta
HCP000428,Daniel Huang,Cardiology,1,Low,T008,Territory 008,REP008,Gina Moore,Brianfort,Ontario
HCP000429,Kevin Hall,Cardiology,9,High,T020,Territory 020,REP020,Carla Gray,North John,New Brunswick
HCP000430,Robert Stark,Neurology,9,High,T013,Territory 013,REP013,Lisa Hensley,Port Wendybury,Prince Edward Island
HCP000431,Rebecca Kelly,Cardiology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,East Joel,Northwest Territories
HCP000432,Melissa Sloan,Primary Care,6,Medium,T011,Territory 011,REP011,Monica Herrera,Lake Jackieshire,Prince Edward Island
HCP000433,Travis Copeland,Pulmonology,4,Medium,T009,Territory 009,REP009,Gabrielle Davis,Weaverburgh,Nunavut
HCP000434,Anthony Guzman,Pulmonology,8,High,T019,Territory 019,REP019,Lisa Jackson,New Timothymouth,Prince Edward Island
HCP000435,Carlos Love,Oncology,7,Medium,T020,Territory 020,REP020,Carla Gray,Brianberg,Prince Edward Island
HCP000436,Brenda Rodriguez,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Susanstad,Saskatchewan
HCP000437,Jennifer Garcia,Primary Care,4,Medium,T013,Territory 013,REP013,Lisa Hensley,Marcusburgh,Saskatchewan
HCP000438,Rebecca Yu,Endocrinology,4,Medium,T013,Territory 013,REP013,Lisa Hensley,Grantside,Saskatchewan
HCP000439,Lisa Kelly,Neurology,5,Medium,T006,Territory 006,REP006,Connie Lawrence,South Kurt,Saskatchewan
HCP000440,Christopher Smith,Primary Care,8,High,T005,Territory 005,REP005,Cristian Santos,Rosalesshire,Alberta
HCP000441,Evan Lamb,Oncology,1,Low,T001,Territory 001,REP001,Allison Hill,Lake Ariana,Nunavut
HCP000442,Patrick Young,Primary Care,8,High,T007,Territory 007,REP007,Abigail Shaffer,Garyland,Saskatchewan
HCP000443,Monica Rogers,Cardiology,8,High,T013,Territory 013,REP013,Lisa Hensley,West Jasonland,Northwest Territories
HCP000444,Brian Smith,Primary Care,10,High,T003,Territory 003,REP003,Angie Henderson,Kimchester,Manitoba
HCP000445,Katherine Gray,Endocrinology,3,Low,T001,Territory 001,REP001,Allison Hill,Garciafort,Yukon Territory
HCP000446,Marilyn Mcdaniel,Pulmonology,9,High,T009,Territory 009,REP009,Gabrielle Davis,South Charles,Alberta
HCP000447,Fernando Lynn,Oncology,2,Low,T019,Territory 019,REP019,Lisa Jackson,West Georgefurt,Manitoba
HCP000448,Kimberly Villanueva,Neurology,4,Medium,T003,Territory 003,REP003,Angie Henderson,West Brookefort,Saskatchewan
HCP000449,Tommy Martin,Neurology,7,Medium,T010,Territory 010,REP010,Ryan Munoz,Mooreville,Northwest Territories
HCP000450,Colton Terry,Cardiology,3,Low,T003,Territory 003,REP003,Angie Henderson,Donnaport,New Brunswick
HCP000451,James Dunn,Endocrinology,6,Medium,T005,Territory 005,REP005,Cristian Santos,Hernandezstad,Alberta
HCP000452,Edward Stanley,Pulmonology,7,Medium,T011,Territory 011,REP011,Monica Herrera,Gonzaleztown,New Brunswick
HCP000453,Edgar Miller,Primary Care,10,High,T001,Territory 001,REP001,Allison Hill,West Kristenfort,Nunavut
